url	Categories	Products	Industries	Internals
https://blog.adobe.com/it/publish/2019/09/25/quattro-dipinti-che-dimostrano-cosa-si-puo-fare-con-adobe-fresco.html	"Creatività e design, Illustrazione"	"Fresco, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2019/07/25/il-fenomeno-culturale-delle-emoji-adobe-ha-rilasciato-lemoji-trend-report.html	"Design"	""	""	""
https://blog.adobe.com/it/publish/2019/06/24/adobe-annuncia-nuovi-aggiornamenti-per-spark.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2019/06/16/adobe-fresco-la-nuova-app-per-il-disegno.html	"Creatività e design, Illustrazione"	""	""	""
https://blog.adobe.com/it/publish/2019/03/14/di-addio-alle-immagini-stock-tradizionali.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2019/03/08/lighting-up-tinseltown.html	"Creatività e design"	"Creative Cloud, Premiere Pro"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2019/01/24/trova-limmagine-giusta-senza-perdere-tempo.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2018/12/20/caldo-ed-elegante-il-colore-pantone-del-2019-living-coral-ci-esorta-allazione.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2018/12/13/adobe-document-cloud-introduce-innovazioni-per-le-aziende-che-operano-nel-settore-finanziario-e-delle-risorse-umane.html	"Creatività e design"	"Sign, Document Cloud"	""	"Document Cloud"
https://blog.adobe.com/it/publish/2018/12/05/adobe-stock-annuncia-i-visual-trends-2019.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/11/21/adobe-presenta-la-funzionalita-di-firma-elettronica-per-gli-utenti-di-dropbox.html	"Creatività e design"	"Sign, Document Cloud, Creative Cloud"	""	"Document Cloud, Creative Cloud"
https://blog.adobe.com/it/publish/2018/11/21/la-realta-aumentata-ad-adobe-max-come-project-aero-mettera-la-potenza-dellar-nelle-mani-dei-creativi.html	"Adobe MAX"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/10/31/crea-video-e-condividili-online-ovunque-con-il-nuovissimo-premiere-rush-cc.html	"Adobe MAX"	""	""	""
https://blog.adobe.com/it/publish/2018/10/22/cosa-ti-sei-perso-a-max-2018.html	"Adobe MAX"	""	""	""
https://blog.adobe.com/it/publish/2018/10/15/libera-la-creativita-con-la-nuova-creative-cloud.html	"Adobe MAX"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/10/05/adobe-photoshop-elements-2019-premiere-elements-2019.html	"Creatività e design, Fotografia"	"Photoshop Elements, Premiere Elements"	""	""
https://blog.adobe.com/it/publish/2018/08/29/adobe-xd-ecosystem-potenziare-i-flussi-di-lavoro-con-i-plugin-di-terze-parti.html	"Creatività e design"	"XD"	""	""
https://blog.adobe.com/it/publish/2018/07/25/cogli-lattimo-larte-di-marianna-tomaselli.html	"Creatività e design, Illustrazione"	"Stock, Creative Cloud, Photoshop"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/07/18/adobe-xd-laggiornamento-di-luglio-si-arricchisce-di-nuove-funzionalita.html	"Creatività e design"	"Creative Cloud, XD"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/07/13/scoprite-i-font-con-creative-cloud.html	"Creatività e design, Design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/07/04/adobe-scan-converte-i-biglietti-da-visita-fisici-in-contatti-telefonici.html	"Creatività e design"	"Scan, Document Cloud"	""	"Document Cloud"
https://blog.adobe.com/it/publish/2018/06/28/levoluzione-del-documento-digitale-adobe-acrobat-festeggia-25-anni.html	"Creatività e design"	"Document Cloud"	""	"Document Cloud"
https://blog.adobe.com/it/publish/2018/06/20/adobe-annuncia-project-rush-al-vidcon-2018.html	"Creatività e design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/06/08/al-sundance-film-festival-di-londra-adobe-e-fonte-di-ispirazione-per-i-filmmakers.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2018/05/31/come-lai-aiuta-i-fotografi-a-essere-piu-creativi.html	"Creatività e design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/05/24/adobe-al-offf18-guarda-la-nostra-tre-giorni-di-dirette.html	"Creatività e design, Design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/05/18/adobe-portfolio-e-ora-disponibile-in-19-lingue.html	"Creatività e design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/05/16/adobe-xd-annunciato-laggiornamento-di-maggio.html	"Creatività e design"	"Creative Cloud, XD"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/05/04/lio-fluido-dare-un-volto-alle-nuove-identita.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/04/26/il-nuovo-aggiornamento-di-adobe-scan-offre-cio-che-gli-utenti-desiderano.html	"Creatività e design"	"Scan, Document Cloud"	""	"Document Cloud"
https://blog.adobe.com/it/publish/2018/04/17/laggiornamento-di-adobe-sign-offre-nuove-funzionalita-per-il-settore-life-science-e-farmaceutico-maggiore-flessibilita-e-nuove-partnership.html	"Creatività e design"	"Sign, Creative Cloud, Document Cloud"	""	"Creative Cloud, Document Cloud"
https://blog.adobe.com/it/publish/2018/04/12/gli-aggiornamenti-di-aprile-di-adobe-lightroom-e-cameraraw-nuovi-profili-e-molto-altro.html	"Creatività e design, Fotografia"	"Creative Cloud, Lightroom"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/04/09/adobe-creative-cloud-accelera-la-creazione-di-contenuti-nellera-dei-video.html	"Creatività e design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/03/27/laggiornamento-di-marzo-di-adobe-xd.html	""	"Creative Cloud, XD"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/03/20/ecco-tutto-quello-di-cui-ha-bisogno-un-utente-photoshop-per-entrare-in-adobe-xd.html	"Creatività e design"	"Creative Cloud, XD, Photoshop"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/03/19/25-anni-di-after-effects.html	"Creatività e design"	"After Effects, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/03/01/artisti-sotto-i-riflettori-enchanted-studios.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2018/02/23/artista-sotto-i-riflettori-gavin-heffernan.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/02/21/adobe-annuncia-aggiornamenti-per-lecosistema-lightroom-cc.html	"Creatività e design, Fotografia"	"Creative Cloud, Lightroom"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/02/14/aggiornamento-di-febbraio-2018-di-adobe-xd.html	"Design"	"Creative Cloud, XD"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/02/13/adobe-xd-scarica-gratuitamente-kit-realizzati-da-designer-leggendari.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2018/02/12/pantone-annuncia-il-fashion-color-trend-report-per-le-collezioni-autunno-inverno-2018.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2018/02/09/il-linguaggio-della-quiete-la-fotografia-di-michael-schauer.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2018/02/08/fotografare-il-lato-umano-della-tecnologia-medica.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/02/02/catturiamo-la-natura-selvaggia-insieme-sander-van-der-werf.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/31/nuovo-aggiornamento-di-adobe-xd.html	"Creatività e design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/24/artisti-sotto-i-riflettori-sander-van-der-werf.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/23/artisti-sotto-i-riflettori-charlie-davis.html	"Creatività e design, Illustrazione"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/17/artisti-sotto-i-riflettori-michiko-tierney.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/16/silenzio-e-solitudine-fuggire-dal-sovraccarico-di-informazioni.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/11/trasformare-la-tecnologia-in-ispirazione-artistica.html	"Creatività e design"	"Stock, Creative Cloud, Photoshop"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/10/artisti-sotto-i-riflettori-foreal.html	"Creatività e design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2018/01/04/i-20-creativi-da-tenere-sottocchio-nel-2018.html	"Creatività e design, Illustrazione, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/12/21/adobe-stock-video-year-in-review.html	"Creatività e design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/12/20/tutorial-crea-la-tua-cartolina-natalizia-con-adobe-stock-e-indesign-cc.html	"Creatività e design, Illustrazione"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/12/19/adobe-annuncia-laggiornamento-di-lightroom-di-dicembre.html	"Creatività e design, Fotografia"	"Creative Cloud, Lightroom"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/12/15/fantascienza-cinematica-con-sebastien-hue.html	"Creatività e design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/12/13/adobe-compie-35-anni-e-siamo-solo-allinizio.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2017/12/11/colore-pantone-dellanno-2018-ultra-violet.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/12/04/autore-sotto-i-riflettori-tithi-luadthong-aka-grandfailure.html	"Creatività e design, Illustrazione"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/29/contenuti-stock-cercasi-questa-e-la-stagione.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/27/adobe-xd-aggiornamento-di-novembre.html	"Creatività e design"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/22/attraverso-gli-occhi-del-mondo-i-visual-trends-2018-di-adobe-stock.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/20/il-machine-learning-prende-vita.html	"Creatività e design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/17/come-anticipare-le-tendenze-del-design.html	"Creatività e design"	"Stock, After Effects, Creative Cloud, Illustrator"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/16/elimina-il-disordine-e-scopri-documents-on-demand-nel-nuovo-adobe-scan.html	"Creatività e design"	"Scan, Document Cloud"	""	"Document Cloud"
https://blog.adobe.com/it/publish/2017/11/13/artisti-sotto-i-riflettori-anna-mcnaught.html	"Creatività e design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/08/artisti-sotto-i-riflettori-anne-bracker.html	"Creatività e design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/11/06/ux-design-per-newsletter-via-e-mail-5-cose-da-sapere.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2017/11/03/immagini-stock-wanted.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/31/come-creare-delle-cinemagrafie-di-halloween-con-photoshop-cc-e-adobe-stock.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/27/top-11-tech-sneak-peeks-che-hanno-stupito-tutti-a-max-2017.html	"Adobe MAX"	""	""	""
https://blog.adobe.com/it/publish/2017/10/26/cera-una-volta-kyle-lambert-ci-racconta-una-fiaba-con-una-sola-immagine.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/24/e-vissero-per-sempre-felici-e-contenti-larte-del-raccontare-nelle-immagini-dei-matrimoni.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/20/nuovi-template-motion-graphic-per-adobe-stock.html	"Adobe MAX"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/10/19/nuove-funzionalita-per-gli-autori-adobe-stock-nuovi-portfolio-personalizzati.html	"Adobe MAX, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/10/19/ridefinire-la-creativita-con-una-creative-cloud-di-prossima-generazione.html	"Adobe MAX, Design, Eventi, Fotografia"	"Stock, Creative Cloud, Lightroom"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/16/ecco-chi-sono-gli-insider-europei-di-adobe-max-2017.html	"Adobe MAX"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/13/la-contemplazione-creativa-di-elia-colombo.html	"Creatività e design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/13/ryogo-toyoda-un-omaggio-agli-anni-80-e-al-3d.html	"Creatività e design, Design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/10/11/gli-artisti-2d-entrano-nel-mondo-3d.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/10/02/autori-in-primo-piano-daniela-mangiuca-aka-3000ad.html	"Creatività e design, Design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/09/25/segreti-per-raccontare-una-storia-con-ununica-immagine.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/09/22/il-passaggio-alla-terza-dimensione.html	"Creatività e design, Design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/09/20/take-10-challenge-immaginazione.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/09/19/adobe-stock-a-if-italians-festival.html	"Design, Eventi"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/09/18/adobe-sign-la-nuova-soluzione-di-firma-digitale-preferita-da-microsoft.html	"Creatività e design"	"Sign"	""	""
https://blog.adobe.com/it/publish/2017/09/15/autori-in-primo-piano-gordon-reid.html	"Creatività e design, Design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/09/14/creative-cloud-le-novita-video-e-audio.html	"Creatività e design"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/09/14/nuova-funzione-template-motion-graphics-per-adobe-stock.html	"Creatività e design"	"Stock, Premiere Pro"	""	""
https://blog.adobe.com/it/publish/2017/09/11/ccc-cercasi-creativita-carwrapping.html	"Creatività e design, Eventi"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/09/08/la-campagna-hovering-art-director-di-adobe-vince-due-red-dot-awards.html	"Design"	"Stock, Photoshop"	""	""
https://blog.adobe.com/it/publish/2017/09/06/come-creare-una-galleria-di-effetti-fotografici.html	"Design"	"Stock, Photoshop"	""	""
https://blog.adobe.com/it/publish/2017/09/05/aggiornamento-di-agosto-di-adobe-xd.html	"Design"	"XD"	""	""
https://blog.adobe.com/it/publish/2017/08/16/la-rivincita-del-pop.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/08/14/dalle-nostre-collezioni-i-ritratti-fatti-a-mano-di-foto-sushi.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/08/10/autori-in-primo-piano-mirae-kim.html	"Design, Illustrazione"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/08/07/un-nuovo-marketplace-per-template-motion-graphic.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/08/04/giocando-con-prospettive-e-materiali.html	"Creatività e design, Fotografia"	"Stock, Photoshop"	""	""
https://blog.adobe.com/it/publish/2017/07/31/autori-in-primo-piano-roberto-hartasanchez.html	"Creatività e design, Illustrazione"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/07/28/rompere-gli-schemi-della-composizione-per-creare-immagini-dimpatto.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/07/26/trucchi-e-consigli-per-il-foto-compositing.html	"Creatività e design, Illustrazione"	"Stock, Illustrator, Photoshop"	""	""
https://blog.adobe.com/it/publish/2017/07/24/autori-in-primo-piano-jenue.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/07/19/project-felix-0-3-la-composizione-di-immagini-3d-diventa-ancora-piu-semplice.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2017/07/18/aggiornamenti-luglio-2017-lightroom-mobile-pennello-e-dettagli-per-ios-e-nuova-interfaccia-per-android.html	"Creatività e design, Fotografia, Illustrazione"	"Lightroom, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/07/17/scattare-foto-stock-in-vacanza.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/07/12/scopri-il-dietro-le-quinte-del-progetto-i-tesori-nascosti-della-creativita.html	"Creatività e design, Illustrazione"	"Photoshop"	""	""
https://blog.adobe.com/it/publish/2017/07/11/le-migliori-immagini-per-creare-le-migliori-presentazioni.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/07/10/aggiornamento-adobe-xd.html	"Design"	"XD"	""	""
https://blog.adobe.com/it/publish/2017/07/05/scatena-la-creativita-con-la-fotografia-da-cellulare.html	"Creatività e design, Fotografia"	"Lightroom, Stock"	""	""
https://blog.adobe.com/it/publish/2017/07/03/trend-visivi-di-giugno-documentare-la-realta.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/06/22/dipingi-come-uno-dei-grandi-maestri-del-passato-adobe-fa-rivivere-in-photoshop-e-sketch-i-pennelli-usati-un-secolo-fa-da-edvard-munch.html	"Creatività e design, Design, Illustrazione, Arte"	"Creative Cloud, Photoshop"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/06/21/un-eccezionale-stock-di-novita-in-arrivo-adobe-stock-offre-nuove-funzionalita-di-ricerca-e-partnership-editoriali-ai-creativi-di-tutto-il-mondo.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/06/16/artisti-sotto-i-riflettori-benoit-challand.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/06/14/3d-il-potere-della-luce-negli-ambienti-chiusi.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/06/12/realismo-fantastico.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/06/09/autori-sotto-i-riflettori-salty-wings.html	"Creatività e design, Fotografia"	""	""	""
https://blog.adobe.com/it/publish/2017/06/07/mete-imperdibili-8-destinazioni-da-fotografare-di-tiny-atlas-quartlery.html	"Creatività e design, Fotografia"	""	""	""
https://blog.adobe.com/it/publish/2017/06/01/adobe-stock-a-wide-photo-fest.html	"Creatività e design, Eventi, Fotografia"	""	""	""
https://blog.adobe.com/it/publish/2017/05/31/esploriamo-il-trend-di-maggio-fotografie-a-fin-di-bene.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/05/29/sei-consigli-sulla-fotografia-di-interni-di-jodie-johnson.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/05/25/il-meglio-del-nab-show-2017.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2017/05/24/esploriamo-il-trend-di-maggio-il-fotografo-consapevole.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/05/22/cinque-consigli-per-trarre-il-meglio-dai-tuoi-viaggi.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/05/18/tendenze-visive-di-maggio-quando-il-messaggio-viene-prima-della-bellezza.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/05/17/autori-sotto-i-riflettori-jodie-johnson.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/05/15/creare-unimmagine-panoramica-per-facebook-360.html	"Creatività e design, Fotografia"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/05/12/trend-visivo-la-fotografia-dellambiente-2.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/05/10/cosa-passa-per-la-testa-di-un-team-di-design.html	"Creatività e design, Design"	""	""	""
https://blog.adobe.com/it/publish/2017/05/09/consigli-per-la-fotografia-lifestyle-da-tiny-atlas-quartlery.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2017/05/03/curiosita-adattabilita-al-cambiamento-e-realizzazione-di-prototipi-come-puoi-ottenere-un-lavoro-da-sogno-nel-design.html	"Creatività e design, Design"	""	""	""
https://blog.adobe.com/it/publish/2017/05/02/nuove-funzionalita-video-da-adobe-stock.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/04/28/arriva-pond5-per-adobe-stock.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/04/26/nel-carrello-del-designer-2.html	"Creatività e design, Design, Illustrazione"	"Stock, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/it/publish/2017/04/20/piu-potere-alla-tua-creativita.html	"Creatività e design"	""	""	""
https://blog.adobe.com/it/publish/2017/04/19/trend-visivo-di-aprile-nessun-uomo-e-unisola.html	"Creatività e design, Fotografia"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/04/18/la-differenza-tra-un-buon-logo-e-un-logo-indimenticabile.html	"Creatività e design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/04/13/artisti-spotlight-ingrid-tsy.html	"Creatività e design, Design"	"Stock"	""	""
https://blog.adobe.com/it/publish/2017/04/11/i-vincoli-della-cancelleria-aziendale-unoccasione-per-distinguersi.html	"Creatività e design, Illustrazione"	""	""	""
https://blog.adobe.com/it/publish/2017/04/06/aggiornamenti-in-arrivo-per-festeggiare-lanniversario-di-illustrator-cc.html	"Creatività e design"	"Stock"	""	""
