url	Categories	Products	Industries	Internals
https://blog.adobe.com/br/publish/2020/11/26/5-truques-da-alfabetizacao-criativa-e-sua-importancia-no-mercado-de-trabalho.html	"Transformação Digital, Criatividade"	""	""	""
https://blog.adobe.com/br/publish/2020/11/24/dicas-de-design-10-dicas-para-usar-no-illustrator.html	"Transformação Digital, Design, Ilustração"	""	""	""
https://blog.adobe.com/br/publish/2020/11/20/desafios-e-dicas-para-a-nova-normalidade-de-negocios.html	"Transformação Digital, Adobe MAX"	"Document Cloud, Sign"	""	"Document Cloud"
https://blog.adobe.com/br/publish/2020/11/18/empoderando-sua-equipe-criativa-para-vender-ideias-como-essas-tres-celebridades.html	"Transformação Digital, Criatividade"	""	""	""
https://blog.adobe.com/br/publish/2020/11/10/i-hate-challenges-por-fernando-schlaepfer.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/10/23/coragem-criatividade-por-camila-rech.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/10/21/lancamentos-de-outubro-2020-do-adobe-xd-finalize-seu-projeto-mais-rapido-com-transformacoes-3d-bibliotecas-da-creative-cloud-visual-studio-code-e-muito-mais.html	"Transformação Digital, Adobe MAX"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/crie-sua-primeira-animacao-em-cinco-minutos-o-adobe-animate-2020-disponivel-agora.html	"Transformação Digital, Adobe MAX"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/novidades-na-comunidade-criativa.html	"Transformação Digital, Adobe MAX"	""	""	""
https://blog.adobe.com/br/publish/2020/10/20/democratizando-a-alfabetizacao-digital-adobe-revela-parceria-em-pesquisa-de-legibilidade-no-max.html	"Transformação Digital, Adobe MAX"	""	""	""
https://blog.adobe.com/br/publish/2020/10/20/quando-a-criatividade-encontra-a-colaboracao-novos-recursos-para-a-creative-cloud.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/lancamentos-do-lightroom-no-max-mais-potencia-e-precisao-de-edicao-para-uma-comunidade-de-fotografia-em-crescimento.html	"Transformação Digital, Adobe MAX"	"Lightroom"	""	""
https://blog.adobe.com/br/publish/2020/10/20/apresentando-gradientes-de-cor.html	"Transformação Digital, Adobe MAX, Fotografia"	"Lightroom, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/edicao-de-copy-online-no-adobe-indesign-chegando-em-2021.html	"Transformação Digital, Adobe MAX"	"InDesign"	""	""
https://blog.adobe.com/br/publish/2020/10/20/lancamentos-de-2020-do-indesign-tudo-pronto-3-vezes-mais-rapido-com-o-recurso-compartilhar-para-revisao-aprimorado.html	"Transformação Digital, Adobe MAX"	"InDesign"	""	""
https://blog.adobe.com/br/publish/2020/10/20/aplicativos-desktop-da-creative-cloud-tem-novos-recursos-para-te-aproximar-do-seu-trabalho-e-da-sua-comunidade.html	"Transformação Digital, Adobe MAX, Criatividade"	"Creative Cloud, Illustrator, Photoshop, Aero, Fresco"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/apresentando-illustrator-no-ipad-desenhe-sob-inspiracao-de-qualquer-lugar.html	"Transformação Digital, Adobe MAX"	"Creative Cloud, Illustrator"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/adobe-expande-os-recursos-da-creative-cloud-e-um-novo-marketplace-para-plugins-e-integracoes.html	"Transformação Digital"	"Illustrator, Photoshop"	""	""
https://blog.adobe.com/br/publish/2020/10/20/photoshop-agora-o-aplicativo-de-inteligencia-artificial-para-criativos-mais-avancado-do-mundo.html	"Transformação Digital, Adobe MAX"	"Creative Cloud, Photoshop"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/uma-nova-versao-da-creative-cloud-para-prepara-lo-para-os-desafios-de-2020.html	"Transformação Digital, Adobe MAX"	"Photoshop, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/crie-uma-realidade-aumentada-interativa-mais-complexa-com-adobe-aero-desktop-beta-e-mobile-2-0.html	"Transformação Digital, Adobe MAX"	"Creative Cloud, Illustrator, Photoshop, Aero"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/adobe-fresco-com-tudo-no-max-2020.html	"Transformação Digital, Adobe MAX"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/20/destaques-do-premiere-rush-navegador-de-audio-graficos-totalmente-novos-e-toneladas-de-conteudos-no-aplicativo.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/10/19/prontos-para-o-max.html	"Transformação Digital, Adobe MAX"	"Illustrator, Photoshop, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/16/viva-a-experiencia-adobe-max-direto-do-aplicativo-mobile-da-creative-cloud.html	"Transformação Digital, Adobe MAX, Criatividade"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/14/o-adobe-stock-esta-democratizando-a-criatividade-com-novos-ativos-gratuitos-e-o-fundo-de-desenvolvimento-para-artistas.html	"Transformação Digital, Fotografia"	""	""	""
https://blog.adobe.com/br/publish/2020/10/07/como-medir-o-impacto-do-design-no-roi-da-empresa.html	"Transformação Digital"	"Illustrator, Photoshop"	""	""
https://blog.adobe.com/br/publish/2020/10/05/fortaleca-suas-habilidades-com-os-caminhos-de-aprendizagem-do-adobe-educa.html	"Transformação Digital, Ilustração"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/10/02/design-colaborativo-para-melhorar-a-produtividade-da-sua-empresa.html	"Transformação Digital"	"Creative Cloud, Photoshop"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/09/30/4-programas-da-adobe-para-ipad.html	"Transformação Digital"	"Fresco, Photoshop"	""	""
https://blog.adobe.com/br/publish/2020/09/29/design-snacks-10-hacks-do-photoshop.html	"Transformação Digital"	"Photoshop"	""	""
https://blog.adobe.com/br/publish/2020/09/25/como-se-manter-criativo-num-mundo-em-completa-desordem-por-ariane-freitas.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/09/22/como-alcancar-produtividade-na-area-de-design.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/09/17/tutorial-de-retratos-em-pintura-digital-mad-boogie.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/09/15/a-importancia-de-aprender-novas-ferramentas.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/09/11/voce-esta-direcionando-a-sua-carreira-pelo-caminho-certo.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/09/10/reunioes-online-que-podem-ser-um-e-mail.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/09/07/imagem-corporativa-a-chave-para-um-negocio-relevante-e-rentavel.html	"Transformação Digital"	"Creative Cloud, Illustrator"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/09/03/influencia-do-design-no-sucesso-do-empreendedorismo-nas-redes-sociais.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/09/02/retratos-de-isolamento.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/09/01/cinco-conselhos-para-ter-um-escritorio-inteligente-em-casa.html	"Transformação Digital"	"Document Cloud, Sign"	""	"Document Cloud"
https://blog.adobe.com/br/publish/2020/08/31/como-reinventar-a-sua-empresa-digitalmente.html	"Transformação Digital"	"Document Cloud, Sign"	""	"Document Cloud"
https://blog.adobe.com/br/publish/2020/08/28/6-dicas-para-ter-ambientes-digitais-seguros.html	"Transformação Digital"	"Sign"	""	""
https://blog.adobe.com/br/publish/2020/08/25/experiencia-do-usuario-ux-tudo-que-voce-precisa-saber.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/08/13/como-ser-professor-nesta-epoca-realidade-aumentada-e-outras-ferramentas.html	"Transformação Digital"	"Aero"	""	""
https://blog.adobe.com/br/publish/2020/08/03/5-dicas-para-deixar-de-lado-o-nao-consigo-me-concentrar-em-home-office.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/31/como-manter-a-organizacao-da-rotina-no-home-office.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/30/um-tutorial-semi-surreal-em-3d-folhas-na-agua-com-mue-studio.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/21/manipulando-timelines-e-emocoes.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/15/como-apoiar-o-trabalho-de-criativos-e-artistas-em-tempos-de-pandemia.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/14/quais-os-principais-passos-para-criar-a-sua-propria-identidade-na-fotografia.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/10/o-que-faz-um-bom-portfolio.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/09/como-estimular-a-criatividade-em-uma-pandemia-carta-aberta.html	"Transformação Digital"	"Illustrator, Photoshop, Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/07/07/otimizacao-de-processos-em-equipes-criativas-impossivel.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/07/03/acelere-seus-negocios-com-assinaturas-eletronicas.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/07/01/digitalizacao-empresarial-com-document-cloud.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/06/16/adobe-stock-audio-e-youtube-content-id.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/06/16/a-jornada-certa-para-o-caminho-certo.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/06/16/melhore-a-colaboracao-enquanto-trabalha-em-casa-adobe-creative-cloud-lanca-novas-ferramentas-e-recursos.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/06/09/tutorial-composicao-mad-boogie.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/06/08/como-usar-a-psicologia-das-cores-para-melhorar-as-conversoes.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/06/05/como-se-sentir-confiante-com-o-seu-trabalho.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/06/03/transformacao-digital-das-instituicoes-educativas.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/29/voce-pode-viver-de-ideias-isso-e-demonstrado-por-felix-hernandez-e-sua-marca-pessoal-no-behance.html	"Transformação Digital, Fotografia"	"Photoshop"	""	""
https://blog.adobe.com/br/publish/2020/05/28/como-o-adobe-sign-ajuda-instituicoes-de-ensino-superior.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/28/atualizando-nossa-identidade-de-marca.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/05/27/trabalho-remoto-como-manter-seu-negocio-funcionando.html	"Transformação Digital"	"Sign"	""	""
https://blog.adobe.com/br/publish/2020/05/26/o-futuro-da-criatividade-esta-na-mobilidade-da-criacao.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/25/como-melhorar-a-produtividade-empresarial-com-document-cloud-e-microsoft.html	"Transformação Digital"	"Document Cloud, Scan, Sign"	""	"Document Cloud"
https://blog.adobe.com/br/publish/2020/05/22/5-acoes-que-os-fotografos-podem-tomar-durante-a-crise.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/21/trabalho-colaborativo-garanta-a-eficiencia-da-sua-equipe.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/20/livro-de-colorir-deixe-a-sua-criatividade-voar-enquanto-voce-pinta-mesmo-que-esteja-fora-da-linha.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/19/aumente-sua-criatividade-trabalhando-de-qualquer-lugar.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/15/adobe-scan-sua-empresa-do-mundo-fisico-ao-digital.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/14/tutorial-character-design-mad-boogie-creations.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/05/12/conheca-as-solucoes-gratuitas-da-adobe-para-nao-parar-de-aprender.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/04/24/crie-experiencias-de-realidade-aumentada-com-adobe-aero.html	"Transformação Digital"	"Illustrator, Photoshop, Dimension, Substance"	""	""
https://blog.adobe.com/br/publish/2020/04/22/7-tendencias-de-digitalizacao-nas-empresas.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/04/16/vale-mesmo-a-pena-digitalizar-uma-empresa.html	"Transformação Digital, Produtividade"	""	""	""
https://blog.adobe.com/br/publish/2020/04/14/productions-agora-disponivel-no-premiere-pro.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/04/14/etapas-para-se-tornar-youtuber-e-alcancar-o-sucesso.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/04/09/fique-em-casa-com-estas-5-dicas-da-adobe.html	""	""	""	"COVID-19"
https://blog.adobe.com/br/publish/2020/04/08/como-usar-a-adobe-creative-cloud-para-ser-produtivo-no-home-office.html	""	"Creative Cloud"	""	"COVID-19, Creative Cloud"
https://blog.adobe.com/br/publish/2020/04/06/trabalho-remoto-a-adobe-ajuda-voce-a-nao-afetar-seu-estilo-de-vida.html	""	"Creative Cloud"	""	"COVID-19, Creative Cloud"
https://blog.adobe.com/br/publish/2020/04/01/alcance-o-melhor-resultado-mais-rapido-com-o-premiere-pro-e-os-aplicativos-adobe.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/03/25/impacto-e-beneficios-da-document-cloud-nas-empresas.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/03/23/tutorial-ps30-passo-a-passo-do-color-key-no-photoshop.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/03/22/ciberseguranca-como-manter-seus-documentos-protegidos.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/03/20/tutorial-ps30-mad-boogie.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/03/13/adobe-permite-ensino-a-distancia-global-para-escolas-impactadas-pelo-covid-19.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/03/12/adobe-educa-a-plataforma-virtual-gratuita-para-professores.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/03/11/os-novos-sinais-da-primavera.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/03/10/deixe-sua-imaginacao-voar-com-a-nova-geracao-da-creative-cloud.html	"Transformação Digital, Adobe MAX, Criatividade"	"Creative Cloud, Aero"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/03/06/teste-descubra-o-editor-de-video-perfeito-para-voce.html	"Transformação Digital, Criatividade, Áudio e Vídeo"	"Spark"	""	""
https://blog.adobe.com/br/publish/2020/03/04/cinco-coisas-que-voce-acreditava-sobre-a-creative-cloud-verdade-ou-mito.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/02/27/do-brilho-do-neon-a-fluidez-liquida-as-tendencias-em-animacao-que-vao-moldar-2020.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/02/22/ser-criativo-em-5-minutos-agora-e-possivel-com-adobe-spark.html	"Transformação Digital, Criatividade"	""	""	""
https://blog.adobe.com/br/publish/2020/02/21/5-dicas-para-melhorar-seus-desenhos-com-o-adobe-fonts.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/02/20/o-adobe-stock-e-o-novo-lar-da-hero-e-da-caia-alem-de-uma-colecao-premium-expandida-da-eyeem.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/02/12/como-usar-as-ferramentas-da-adobe-de-acordo-com-os-seus-conhecimentos.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/02/10/viva-a-experiencia-da-adobe-document-cloud-muito-mais-que-pdf.html	"Transformação Digital"	"Scan"	""	""
https://blog.adobe.com/br/publish/2020/02/06/proteja-seus-pdfs-e-acesse-os-facilmente-com-a-adobe-document-cloud.html	"Transformação Digital"	"Document Cloud, Sign"	""	"Document Cloud"
https://blog.adobe.com/br/publish/2020/02/04/em-casa-ou-no-escritorio-trabalhe-de-onde-for-com-a-adobe-creative-cloud.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/01/30/crie-conteudo-facil-e-rapido-para-redes-sociais-com-o-adobe-spark.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2020/01/28/como-criar-um-portfolio-sem-ser-designer-em-5-passos.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/01/24/creative-cloud-e-o-designer-bobby-berk-trabalham-com-estilo.html	"Transformação Digital, Produtividade"	"Acrobat, Photoshop, Creative Cloud, Scan"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/01/23/quatro-tendencias-de-design-que-definirao-2020.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/01/22/adobe-sign-o-assistente-que-vai-digitalizar-pequenas-empresas.html	"Transformação Digital, Produtividade"	"Acrobat, Sign"	""	""
https://blog.adobe.com/br/publish/2020/01/16/10-beneficios-da-adobe-document-cloud-que-salvarao-sua-vida.html	"Transformação Digital"	"Sign"	""	""
https://blog.adobe.com/br/publish/2020/01/13/veiculos-de-brinquedos-em-3d-de-modelos-estaticos-a-animacao.html	"Transformação Digital"	"Creative Cloud, Aero, Dimension"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2020/01/08/tendencias-criativas-do-adobe-stock-em-2020-subverta-as-expectativas.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2019/12/18/a-arte-da-natureza-morta.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/12/05/cor-do-ano-de-2020-da-pantone-classic-blue.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/12/03/resumo-do-painel-do-max-representatividade-e-criatividade-ja.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/11/27/inverno-no-adobe-stock-tradicoes-com-um-toque-contemporaneo.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/11/14/expressao-disruptiva-criatividade-ousada-fluida-e-sem-desculpas.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/11/06/lancando-uma-nova-versao-da-creative-cloud-para-uma-nova-era-de-criatividade.html	"Transformação Digital, Adobe MAX"	"Illustrator, Aero, Fresco, Photoshop, Adobe Sensei, Premiere Pro"	""	"Adobe Sensei"
https://blog.adobe.com/br/publish/2019/10/23/o-adobe-stock-apresenta-a-colecao-da-vsco.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/10/18/como-divulgar-streaming-ou-musica-nas-redes-sociais-e-aumentar-os-seus-fas.html	"Transformação Digital, Criatividade"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2019/10/16/colaborador-em-destaque-roverto-castillo-e-o-dia-dos-mortos.html	"Transformação Digital"	"Illustrator"	""	""
https://blog.adobe.com/br/publish/2019/09/25/bonus-da-creative-cloud-para-colaboradores-do-adobe-stock.html	"Transformação Digital"	"Creative Cloud"	""	"Creative Cloud"
https://blog.adobe.com/br/publish/2019/09/18/4-pinturas-que-mostram-o-que-voce-pode-fazer-com-adobe-fresco.html	"Transformação Digital, Design"	""	""	""
https://blog.adobe.com/br/publish/2019/08/22/chamada-de-conteudo-do-adobe-stock-bem-vindo-ao-outono-do-hemisferio-norte.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/08/19/dia-mundial-da-fotografia-recordar-e-viver.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/08/08/robert-filip-nos-encanta-com-ilustracoes-vividas-e-criativas.html	"Transformação Digital"	"Illustrator"	""	""
https://blog.adobe.com/br/publish/2019/08/02/adobe-educa-nao-fique-em-2009.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/07/18/adobe-stock-em-movimento-como-avancar-com-videos.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/07/17/atualizacao-de-julho-2019-do-adobe-dimension-facilite-a-exibicao-dos-seus-projetos-3d-e-agilize-seu-fluxo-de-trabalho.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/07/08/conteudo-do-stock-em-demanda-vetores-e-ilustracoes.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/07/08/elena-bussolaro-destrincha-ideias-complexas-em-ilustracoes-elegantes.html	"Transformação Digital"	"Illustrator"	""	""
https://blog.adobe.com/br/publish/2019/06/25/democracia-criativa-um-voto-para-cores-vivas-e-alegria-inocente.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/06/12/futuras-alteracoes-no-suporte-da-creative-cloud-para-windows-32-bit.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/06/12/glowing-glowing-gone-as-cores-da-crise-climatica.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/05/28/seja-ativo-na-sua-sessao-dicas-para-ter-uma-sessao-de-fotos-versatil.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/05/23/imagens-do-paraiso-da-makana-creative.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/05/23/dicas-para-palavras-chave.html	"Transformação Digital"	""	""	""
https://blog.adobe.com/br/publish/2019/05/23/demanda-de-conteudo-de-verao.html	"Transformação Digital"	""	""	""
